vin,car_make,car_year,car_color,value,state
1FTEX1CM4CF923361,GMC,2010,Yellow,50540.81,Iowa
JN1CV6EK7DM213296,Nissan,2009,Turquoise,71424.92,Oregon
1FBNE3BL3BD766088,Nissan,2010,Aquamarine,37129.16,Illinois
1FMJK1G53EE572897,Subaru,1990,Teal,28348.83,Alaska
2G4WS55J641287773,Volvo,2004,Pink,38905.58,North Carolina
SCFEFBAC7AG051384,Acura,1996,Aquamarine,29624.19,Florida
3GYFK66N85G174552,Mitsubishi,1995,Teal,70583.30,Florida
JH4KA96572C387501,Nissan,2012,Indigo,46859.22,California
SCBBP9ZA4AC722126,Lincoln,2007,Teal,44050.19,Ohio
WP0CA2A83AS521231,Land Rover,1997,Indigo,56823.01,Florida
2B3CK5CT1AH670911,Lincoln,1999,Indigo,43397.17,Texas
WBAHN83506D907565,Nissan,2000,Fuscia,23242.08,Alabama
WBADR63421G443930,Nissan,1996,Red,39263.77,Indiana
5YMGZ0C5XE0187080,Buick,1996,Green,62033.97,Massachusetts
1G6YV34A045702274,Nissan,1995,Orange,76657.90,Texas
JM1NC2SF9F0914217,Hyundai,1992,Khaki,32135.93,Florida
WP0CA2A88DK004964,Dodge,1995,Yellow,40209.43,California
1G6AY5S36F0138297,Lexus,1998,Yellow,61724.76,Mississippi
SCBDR3ZA5AC569708,GMC,2004,Red,30025.51,Florida
WAUCFAFR1EA976603,Mitsubishi,1997,Red,40882.36,Utah
5N1AA0NC2BN963066,Volvo,2011,Purple,56654.39,Alabama
1N6AA0CC6DN254163,Peugeot,2007,Teal,34312.16,Maryland
1C3CDFEB6FD351046,GMC,2005,Maroon,25926.77,California
2G4WS55J451349088,Buick,2007,Violet,56281.83,Arizona
1D7RB1CP5BS793518,Mercedes-Benz,2006,Turquoise,32493.25,Michigan
WAUSH78E98A880323,Dodge,1997,Violet,59089.28,Louisiana
3C63D2JL5CG120244,Pontiac,1989,Maroon,27455.40,Florida
WUADNAFG5BN053217,Mercury,1993,Puce,39612.46,Washington
4T1BF3EK2BU398905,Dodge,1992,Crimson,27157.07,Arkansas
3D73Y4HL1AG744897,Audi,2003,Khaki,41645.51,Texas
SAJWA4HA8EM407898,Hyundai,2009,Teal,66266.52,Alabama
WBAVB33546A609715,BMW,2010,Turquoise,65620.79,California
WAUEF78E46A249947,Suzuki,1994,Aquamarine,34154.33,Florida
WAUVT54B72N824196,Toyota,2012,Blue,78195.20,Florida
3C4PDCAB9ET457307,Mercedes-Benz,2000,Fuscia,56002.30,District of Columbia
1C3BC4EB8AN472117,Porsche,1987,Turquoise,56811.47,California
5TDDCRFH1ES352955,Audi,1992,Mauv,42089.67,Georgia
JN1CV6EK7FM258659,Porsche,1987,Yellow,45009.85,Texas
1FTKR1AD6BP808950,Volkswagen,1987,Pink,74781.51,Illinois
WAUML44DX2N302007,Chrysler,1999,Maroon,69818.10,California
SCFHDDBTXEG180447,Kia,2012,Mauv,22114.69,Alabama
JTEBU4BF5EK274730,Dodge,2008,Fuscia,73923.25,New York
1C3CDFCA5DD720020,Mazda,2009,Turquoise,24657.59,Texas
WBAVB735X7F601890,Saab,1999,Indigo,41947.93,Pennsylvania
1G4GC5ER5DF939136,Jeep,2012,Khaki,60219.19,California
WAUED54B81N579324,Ford,2006,Orange,24835.60,Alaska
SALAK2V60FA651082,Nissan,2009,Puce,20488.25,Georgia
WVGEF9BP4DD590281,Toyota,2007,Green,47909.56,Arkansas
WAUXD68D92A474925,Toyota,1999,Indigo,38872.65,California
1FTEW1CW2AF286522,Chrysler,1999,Crimson,51409.01,Louisiana
WAUAT48H23K139470,Ford,2000,Khaki,35326.49,Michigan
3N1CN7AP8FL152075,Ford,2003,Fuscia,65735.81,California
3D4PG3FG6BT381071,Buick,1991,Violet,28506.55,Connecticut
5UMDU93416L916584,Lamborghini,1990,Teal,45971.33,Texas
WBA6A0C50ED750896,Honda,2012,Turquoise,71245.60,Connecticut
1FTEW1CW7AK326391,Toyota,2001,Turquoise,40976.08,Texas
JH4CU2E83DC487824,Buick,2002,Maroon,62118.02,District of Columbia
1GYEC63NX5R491424,GMC,2009,Maroon,32919.16,Ohio
1C4RDHAGXDC878299,Toyota,1997,Teal,45133.76,Florida
2B3CA9CV0AH945633,Chevrolet,2006,Pink,44477.21,California
SAJWA4EC5BM692397,Dodge,2004,Maroon,77170.96,California
JH4DC23101S144001,Ford,2003,Yellow,44856.71,Virginia
WDCYC3HF5EX533118,Saturn,2009,Puce,42004.97,Maryland
JHMZF1D48DS564285,Dodge,2011,Blue,48565.12,California
WAUGL78E96A937329,Mercury,2001,Khaki,78644.61,Wisconsin
3D73Y4CLXAG128512,Volvo,2010,Blue,75382.61,California
WAUKF98E77A746300,Chrysler,1993,Maroon,36668.16,California
5J6TF1H52FL097477,Toyota,2011,Indigo,64697.60,Kentucky
2FMPK3K94FB722268,BMW,2010,Mauv,64957.33,Texas
WVGEF9BP4DD271012,GMC,1998,Mauv,57539.35,Michigan
KNAFU6A22D5043505,Pontiac,1978,Goldenrod,69840.05,Ohio
1FTMF1CW6AF486556,Volkswagen,2009,Orange,22663.99,Virginia
JM1GJ1T60E1666102,Buick,1992,Orange,75444.64,Oregon
1G6DM1E38D0191299,Mazda,2005,Mauv,67349.50,Pennsylvania
3GYFNCEYXAS019817,Ford,2003,Red,77788.43,Florida
JM1CR2W33A0429344,Lexus,1997,Orange,24428.78,California
19UUA8F71DA081500,Eagle,1993,Crimson,64580.01,Massachusetts
WAUDGAFL8DA336657,Chevrolet,2003,Yellow,40534.56,California
5N1AA0ND3FN449774,Nissan,2007,Mauv,25135.13,New York
WAUKH98E77A991379,Dodge,1998,Mauv,59828.95,Massachusetts
1N6AF0LX8FN465713,Honda,1991,Maroon,58289.24,Utah
1GYFC532X9R735938,GMC,1992,Aquamarine,48269.71,Kansas
WBAUN1C5XCV901266,Subaru,1989,Crimson,31395.30,Tennessee
JH4KB16567C659655,Ford,2007,Aquamarine,60941.41,Arizona
5TDBK3EH0DS108267,Lotus,1997,Puce,52872.99,Michigan
WBAEK73435B493480,Volkswagen,1989,Green,78510.78,Idaho
WAUEFAFL2CA523463,Toyota,2006,Puce,74732.78,California
KL4CJCSB7FB636979,Chevrolet,1999,Fuscia,25702.40,Arizona
1G6YX36DX85824194,Ford,2010,Pink,70697.59,Ohio
1FTWW3B56AE323554,Subaru,1992,Red,52716.73,Florida
5GADV231X7D009022,Lexus,2010,Indigo,44398.66,Louisiana
5TDBKRFH7FS209861,Ford,2004,Aquamarine,46357.53,Florida
2C3CDYAG9DH912952,Ford,2010,Pink,53817.28,Florida
WAUMK98K49N589900,Isuzu,1997,Pink,77491.09,Colorado
WBAPT73509C430612,Ford,2005,Green,66045.66,Virginia
3VW1K7AJ5FM671259,Mercedes-Benz,1993,Puce,40446.33,Florida
WBS3R9C57FK706578,Saab,2001,Red,45993.71,Texas
1G6ET12971B220694,Audi,1986,Aquamarine,44699.74,Washington
2V4RW3DG6BR597359,Oldsmobile,1997,Green,23081.43,Tennessee
JA32X2HU0CU481712,Volvo,2007,Mauv,34975.58,Washington
WAU2GBFC6EN744338,Honda,2002,Goldenrod,78799.14,Texas
WAUGL78E85A576058,Volkswagen,2008,Goldenrod,64186.79,Missouri
WAUDT48H45K029231,Buick,1997,Pink,72801.85,Arizona
WBADT334X1G062830,Kia,2013,Maroon,56521.58,Louisiana
1N6AA0CA2BN156937,Pontiac,1990,Yellow,29281.51,West Virginia
WAUPFAFM7CA110780,Ford,2011,Pink,26485.68,North Carolina
WAURV78T89A895189,Volkswagen,1996,Turquoise,44560.40,Florida
4A4AP3AU9FE796657,Dodge,1989,Green,38406.01,Maryland
WBAYG0C5XDD100477,Mercedes-Benz,2012,Crimson,54647.27,Florida
WBA5B3C52ED536843,Nissan,2006,Mauv,49257.00,Washington
1G6AB5S3XF0184328,Lamborghini,2001,Blue,42779.25,Virginia
WAUNF78P38A002410,Suzuki,2007,Violet,41865.20,Illinois
19UUA8F52DA748928,Ford,1996,Turquoise,68724.06,New York
5TDDK4CC0AS329658,Saturn,2000,Turquoise,52369.32,Kansas
WAULT68E93A751505,Chrysler,2008,Violet,71957.96,Iowa
WBANV13508B266670,Plymouth,1997,Orange,67907.08,Oklahoma
5GADT13S042531531,Lincoln,2010,Maroon,31210.57,North Carolina
1GYFK43549R175390,Pontiac,1968,Teal,78522.03,California
1GKMCAE31AR529279,Subaru,1999,Khaki,32373.67,California
3VW517AT9FM488534,Nissan,2005,Khaki,49147.80,South Carolina
WAUHF78P17A033733,Chevrolet,2002,Indigo,41617.34,Florida
4A4JM2AS3AE425049,Ford,1979,Purple,56259.40,Florida
2B3CJ7DJ9BH368635,Pontiac,1986,Green,67659.59,District of Columbia
1FTFW1E81AK330777,Lexus,2008,Yellow,40984.81,California
WAUZL54B91N529293,Isuzu,2008,Pink,38279.73,Connecticut
WBAFV3C57ED243516,Ford,1991,Teal,31297.53,Virginia
WAU32AFD3FN076859,Mercedes-Benz,1988,Crimson,41514.09,Illinois
1GYFK56219R790485,Chevrolet,1993,Fuscia,34827.84,New York
YV4902DZ2B2175916,Toyota,2011,Yellow,76816.51,Delaware
JHMZF1C60DS082302,Land Rover,2000,Orange,50674.51,Colorado
WBAKF9C58DE101313,BMW,2006,Blue,69703.20,Michigan
3D7JB1EP0AG829227,Acura,2004,Green,28113.40,Florida
4JGDA2EB1EA307906,Audi,1990,Goldenrod,56575.03,Delaware
3GYVKLEF7AG922805,Honda,1999,Khaki,45266.45,Illinois
3N1AB6AP2BL693367,Ford,1986,Blue,61838.61,Alabama
JH4CU26679C173209,Nissan,2012,Teal,73624.05,Maryland
1G4GA5GR6EF935438,Mazda,2011,Goldenrod,72231.43,Florida
WAUAH78E16A733681,Audi,2008,Purple,26357.61,California
WDDHF0EB3EB714136,Cadillac,1999,Khaki,45696.26,Florida
WBAFU9C56CD458940,Jaguar,2001,Maroon,51022.49,California
2G4GY5GV6B9049780,Audi,1995,Blue,27522.61,Arizona
WUAGNAFGXCN225871,Ford,2001,Aquamarine,74966.17,Washington
YV1960AS1A1801113,Mercedes-Benz,1984,Khaki,57680.62,Virginia
3C63D3LL5CG790489,Mitsubishi,1987,Goldenrod,36153.64,Alabama
YV4952CF4D1510207,Mercury,1986,Mauv,23404.15,Mississippi
JH4CL96925C451952,Mazda,1989,Red,49672.87,Washington
1D7CW7GP1AS843675,GMC,2012,Puce,42373.03,Virginia
WDDHF2EBXDA311657,Ford,2001,Violet,40051.46,Nevada
2HKRM3H33CH476861,Saturn,2010,Khaki,38256.23,Nevada
WBAKF3C56DJ866041,Chevrolet,1971,Mauv,57153.07,Louisiana
1G6AJ5S35F0022738,Volvo,1996,Puce,57512.29,Texas
WA1EV94L17D281836,Volkswagen,1997,Green,49697.23,Texas
WAU4FBFL8AA868737,Pontiac,1999,Turquoise,76920.85,California
1GYS4RKJXFR550537,BMW,1992,Goldenrod,24359.95,Ohio
WBABD53414P212411,Lexus,1989,Maroon,79894.71,West Virginia
3FADP4AJ4CM482135,Mercury,1986,Orange,72043.39,Tennessee
3G5DB03E52S314507,Volkswagen,2008,Goldenrod,56306.46,Rhode Island
2HNYD2H65DH648411,Buick,1998,Mauv,30765.69,California
WP1AA2A25BL505672,Chevrolet,2007,Violet,24818.80,Pennsylvania
1FTSF3A5XAE690375,Lotus,2004,Turquoise,42337.97,Ohio
WAUGFAFC4DN557665,Ford,2000,Turquoise,53766.55,Wisconsin
1N6BF0KX7FN886327,Lexus,2002,Purple,39364.13,Oklahoma
2C3CCAJG8EH387071,Hyundai,1997,Crimson,52147.47,Illinois
WBAWL7C50AP861492,Hyundai,1995,Aquamarine,72170.91,District of Columbia
3FAHP0KC2AR223945,Chevrolet,2006,Red,65247.67,New Mexico
WBANE73527B233946,Hyundai,2011,Green,21072.99,Minnesota
5UXFG8C53DL119952,Land Rover,1995,Blue,21067.67,Pennsylvania
SALVP2BG8FH915432,Acura,1993,Fuscia,32413.30,Florida
3VW217AU1FM932405,Mitsubishi,1996,Maroon,79511.93,Illinois
WAUCFAFR4DA683793,Honda,2011,Violet,51680.64,Virginia
WBAPT73569C538491,GMC,1996,Indigo,50860.40,California
1D4PT4GKXBW349769,Chevrolet,2007,Teal,22794.72,Louisiana
3N1AB7AP5FL691561,Mercedes-Benz,2002,Mauv,65036.07,Florida
5N1BA0NE4FN432205,Mitsubishi,1998,Violet,51843.82,Texas
WBAVB73518V897423,Oldsmobile,1997,Red,31672.50,Illinois
JHMZE2H35BS530005,GMC,2010,Green,78148.80,Arizona
3VWKZ7AJ0BM600366,Suzuki,2008,Turquoise,51019.32,Nevada
1G6DP1ED3B0673319,Hyundai,2008,Yellow,53811.53,District of Columbia
WA1WYBFE5AD480283,Chevrolet,1992,Indigo,50658.06,Florida
1G4GA5GR6CF876713,BMW,2012,Yellow,61089.32,Washington
WBA3B1C50DF352063,Buick,2000,Blue,37648.26,California
1G6AU5S86F0367067,Jeep,2008,Purple,62307.69,California
YV1852AR1A1436990,Chrysler,2003,Fuscia,58207.97,California
4T1BF3EK9AU259983,Pontiac,1998,Red,33368.98,California
YV4902DZ7E2786237,Mercedes-Benz,2007,Maroon,32129.25,Kentucky
JN1AZ4EH8BM375133,Mitsubishi,2006,Khaki,66925.61,Michigan
2G61R5S35D9377114,Pontiac,1980,Violet,43649.54,Ohio
1VWAH7A3XDC809764,Mitsubishi,1993,Pink,51369.61,Florida
3D7JB1EKXBG232012,Mazda,2011,Aquamarine,21330.97,Indiana
KNAFT4A28A5523292,Acura,1993,Puce,58044.86,Maryland
WAU4GAFB4BN274090,Pontiac,2009,Green,58509.66,Georgia
WAULT68E62A590397,Ford,1995,Maroon,51521.76,Colorado
5N1AN0NU2AC333698,Honda,2012,Teal,52192.69,Virginia
3VW1K7AJ5FM195207,Mitsubishi,1986,Indigo,22371.32,Kansas
3FAHP0GA3AR672798,Land Rover,1998,Crimson,46425.96,Texas
1GYS4AEF3BR092973,Lamborghini,1990,Orange,31757.58,Tennessee
2C3CCACG2CH993766,Audi,1987,Turquoise,64876.89,Oklahoma
1G6AB5SX8D0042981,Mercedes-Benz,1998,Yellow,75370.89,Massachusetts
W04GZ5GV1B1051551,Oldsmobile,1995,Khaki,20104.83,Illinois
1G6DH5EGXA0765718,Ford,2007,Orange,40624.61,Utah
5TDBM5G1XBS725680,Buick,2005,Fuscia,63374.49,Kentucky
WAUGFAFR4BA324510,Chrysler,2009,Green,29233.20,Texas
1GYFK66868R682422,Ford,2011,Crimson,42353.54,California
WAUGL68E55A884976,Lincoln,2009,Goldenrod,44201.35,Texas
1FTSX2A53AE712451,Honda,2008,Turquoise,27068.39,Montana
JN1CV6FEXBM755028,Toyota,1995,Aquamarine,29199.98,Texas
1C4RDHDG7FC215299,Hummer,1993,Fuscia,56701.30,North Carolina
WAUGGAFRXDA099509,Bugatti,2011,Pink,31463.69,Texas
YV1672MK8D2983835,Oldsmobile,2001,Puce,36790.28,New York
WBAWC7C54AP055543,GMC,2001,Mauv,79676.75,Nevada
WA1LMBFE5ED789059,Volkswagen,2012,Teal,24227.12,Utah
WAUEH98E16A954632,Cadillac,2006,Goldenrod,51187.47,Georgia
WAUJC58E24A267050,Volvo,2004,Blue,26559.66,California
KNDPB3A25B7763006,GMC,2001,Yellow,27089.47,Iowa
2G4WB52K341605099,Dodge,1994,Purple,69597.56,Arizona
5GAKVCKD0EJ374431,Infiniti,1999,Pink,52228.60,Colorado
KNDPB3AC0F7102577,Dodge,1995,Violet,34760.09,Ohio
WAUBGAFB9AN961331,Ford,2011,Indigo,44612.36,West Virginia
1YVHZ8BH7C5100141,Eagle,1994,Purple,68383.23,Wisconsin
WAUKG68E15A345964,Nissan,2010,Orange,27989.14,Indiana
WAUUL98E37A993606,Hyundai,1999,Green,23428.47,Idaho
2T1KE4EE3AC456765,Chevrolet,1995,Orange,70754.06,Utah
WAUKGAFB9AN255184,Oldsmobile,1996,Blue,59990.39,Michigan
JM1NC2NF9E0743494,Ford,2005,Khaki,76094.10,Connecticut
WBAEN33414P634130,Mitsubishi,1996,Crimson,41104.00,California
3VW4A7AT8DM603813,Chevrolet,2002,Green,58581.95,Tennessee
WAUVC68E03A587375,Ford,2010,Green,75794.94,Florida
SCFBB04C99G995035,Isuzu,2004,Turquoise,48045.12,California
2T1BURHE1FC135777,Kia,1996,Orange,26229.01,Florida
1FTNF1E89AK375445,Volkswagen,1985,Aquamarine,32404.68,Florida
3D7LP2ETXBG491396,Dodge,1981,Maroon,47116.26,District of Columbia
1D7RE3BK0BS883412,Chevrolet,1993,Crimson,69183.16,Florida
1C4RJEAGXEC265527,Scion,2004,Violet,57013.96,Florida
5FPYK1F26BB788287,Toyota,1995,Goldenrod,49813.93,Pennsylvania
KMHHT6KD0DU178630,Ford,2000,Indigo,42221.70,Utah
JTHFE2C20E2372923,Pontiac,1999,Mauv,70229.31,Texas
3GYVKLEFXAG080977,Lotus,2004,Maroon,37502.55,Florida
JH4CU2F6XCC611843,Subaru,2009,Khaki,43754.96,Arizona
1C6RD6KP4CS221237,Nissan,2010,Fuscia,72629.25,New York
WAULT58EX5A289453,Ford,2004,Fuscia,69765.05,Nebraska
WAUUFAFH9DN549804,Ford,1995,Fuscia,79117.67,Illinois
KNDJN2A21F7259016,Land Rover,2001,Red,32113.19,Florida
1FTSW2B55AE350382,Isuzu,1995,Purple,57291.26,Alabama
1G6KF57942U258125,Cadillac,2004,Purple,57031.12,Missouri
1D7RW7GP6AS370141,BMW,1997,Teal,47170.35,Virginia
WAULD64B54N182932,Hyundai,2004,Orange,59151.53,Texas
3C6TD5FTXCG756684,Mercedes-Benz,2011,Pink,46655.73,Missouri
JM3TB2BA4E0099624,Subaru,2008,Khaki,58177.99,Texas
5GALVAED0AJ149876,Pontiac,1999,Red,53152.21,New York
3D7JV1EP3BG255473,Plymouth,1993,Violet,32544.77,District of Columbia
1G4GE5G30CF487873,Porsche,2000,Yellow,37182.88,Iowa
5GAKVDKD9DJ419452,Volvo,1994,Mauv,78840.96,District of Columbia
WUAUUAFGXF7203030,Eagle,1994,Violet,32040.25,Texas
WAUBFAFL2CA815553,Kia,2008,Red,30846.04,Hawaii
WDDEJ7GB8BA541755,Volkswagen,2007,Teal,53568.11,Ohio
WDDEJ8GBXAA191470,Lexus,2006,Khaki,46836.23,Pennsylvania
2C3CCAAG5EH511927,GMC,1992,Green,34266.44,Illinois
1GYS4GEF6CR354926,Nissan,1997,Crimson,25995.67,District of Columbia
WAUJFAFH1CN472086,Ford,2003,Yellow,52833.66,Missouri
JTJBC1BA5C2670211,Chevrolet,2005,Violet,40678.08,Florida
WBAYE8C55FD940044,GMC,2011,Indigo,58373.17,District of Columbia
3D7TP2CT4AG762728,Dodge,1998,Yellow,26502.30,New York
2C3CDXFG5EH247083,Lexus,2009,Purple,73700.08,Virginia
1D7CW5GK4AS760069,Lexus,2002,Maroon,60473.51,Louisiana
1C4AJWAG2FL044282,Mazda,1990,Teal,47221.63,Florida
1YVHZ8BH6A5828613,Toyota,1995,Aquamarine,64374.23,Ohio
ZFBCFAAH5EZ640961,Toyota,2004,Crimson,51650.57,Ohio
1HGCR2F39DA129047,Toyota,2011,Indigo,74732.98,Utah
WBADT63471C716420,Mitsubishi,2002,Teal,37060.34,District of Columbia
4T1BF3EK4AU333388,Cadillac,2010,Orange,78677.61,New York
JTHBE5C26D5728532,GMC,2007,Puce,22468.97,Oklahoma
SCBBR93W28C897435,GMC,2008,Khaki,33309.76,Missouri
WAUDH48H37K751441,Mercedes-Benz,2007,Violet,35224.01,California
3C4PDDBG7FT488699,Hyundai,2003,Red,62393.19,Pennsylvania
WAUFFAFL6EN289070,Chevrolet,2006,Puce,45143.42,Indiana
2HNYB1H45CH932375,Dodge,1997,Indigo,58623.48,West Virginia
1G6AG5RX1F0566483,BMW,2009,Goldenrod,60739.09,Virginia
WBAYP5C50ED002900,Acura,1987,Goldenrod,21441.11,Oklahoma
WAUBFAFL4BN445018,Dodge,1992,Puce,54418.56,Wisconsin
WBAKA8C59AC271907,Daihatsu,1992,Purple,34528.57,Georgia
WAUKF98E78A179670,Buick,1994,Pink,21491.24,New York
JTEBC3EH3D2864742,Honda,2001,Aquamarine,60462.49,Arkansas
JN8AZ2KR3AT673743,Cadillac,2000,Puce,42635.15,Arkansas
3VW507AT3FM112964,Saab,2009,Khaki,45437.98,District of Columbia
WA1CV94L87D281985,Ford,2008,Fuscia,53504.08,California
3D73Y4CL1AG181082,Chevrolet,2006,Teal,74951.63,Mississippi
JTDJTUD32ED034707,Ford,1989,Fuscia,31403.94,Illinois
WAUJC58E12A321791,Lexus,1995,Yellow,25784.60,Texas
3GYFK66N35G876035,Toyota,1995,Mauv,29535.16,California
KMHFG4JGXEA388019,Ford,2003,Fuscia,52893.86,New York
1GD021EG4FZ885700,Nissan,2000,Maroon,38898.44,Michigan
1G6DM56T650012605,Nissan,2011,Puce,23672.54,California
SALVP2BG6FH353076,Jeep,2007,Purple,73006.09,Indiana
3G5DA03E23S489026,Oldsmobile,1997,Fuscia,64411.96,Pennsylvania
4JGDA2EB3CA230534,Chevrolet,2005,Aquamarine,26575.85,New York
1C4RDHDG1CC497614,GMC,1994,Crimson,46022.87,California
WAUSFAFL4CA240906,Citroën,1948,Red,35928.55,Indiana
2LMDJ6JK7BB967028,Chevrolet,2011,Khaki,46663.89,Connecticut
2C3CDZBG3FH878126,Saab,2001,Goldenrod,48352.51,Louisiana
2G4GS5EK9C9364231,Mitsubishi,2009,Puce,46766.23,Indiana
1GYFC26239R295555,BMW,2010,Goldenrod,27953.66,Delaware
1G6D25EY9B0503717,Acura,2008,Puce,63223.94,Illinois
WAUMGAFL0EA327856,Audi,1995,Red,24632.98,California
JH4CW2H52BC427087,Toyota,1995,Fuscia,32635.86,District of Columbia
ML32A3HJ9EH151337,Ford,2008,Purple,27123.72,Texas
KNADM5A31D6053754,GMC,2004,Teal,75291.34,Louisiana
WAUGVAFRXCA610138,Lamborghini,2012,Purple,51535.19,Texas
1G6DC1E37E0343125,Chevrolet,1983,Goldenrod,71829.54,Georgia
1FTSX2A55AE137754,Mercury,2003,Puce,37918.20,Virginia
JTHBL1EFXB5527695,Lotus,2007,Aquamarine,70603.18,Oregon
WVGAV7AX6AW242568,Jeep,2007,Red,71487.58,Ohio
1GYS3DEF2DR710789,Isuzu,2001,Mauv,54895.23,Colorado
5J8TB3H3XDL058680,Toyota,2002,Blue,56605.41,Louisiana
WAUNF98P88A163587,Nissan,2006,Red,22788.92,Texas
1G6AB5RA0D0359347,Mazda,1988,Mauv,71499.05,Florida
WBAUU33529A617323,Mitsubishi,1988,Purple,72303.37,Ohio
VNKKTUD31FA753963,Toyota,2012,Purple,32269.85,New York
1G6DP1E33D0414047,Cadillac,2005,Violet,60043.74,California
1FTNF2A57AE646356,Mitsubishi,1987,Aquamarine,70664.63,Kansas
YV1672MK9B2268253,Audi,1994,Aquamarine,33080.73,Florida
WBAPK7C58AA364233,Audi,1995,Puce,42221.62,Ohio
1G6DF5EY7B0884973,GMC,1996,Puce,53867.66,California
1C4RDJAG7DC952267,Plymouth,2000,Crimson,22584.34,Nevada
1GYEC63898R657902,Lincoln,2012,Yellow,61168.06,Maryland
1FAHP3E22CL610467,Ford,2012,Green,53545.02,New Jersey
3VWML7AJ9BM230285,Volkswagen,1965,Orange,48977.58,Washington
1G4GB5ER7CF496943,Nissan,1995,Maroon,57493.53,New York
3VWC17AU5FM917149,Aptera,2009,Puce,42937.35,Indiana
1FTSW2A56AE045197,Oldsmobile,1995,Pink,21555.86,Ohio
1FTSW3B50AE332605,Lincoln,1985,Green,75796.74,Louisiana
3TMJU4GN6DM859842,Lexus,2007,Mauv,77662.95,West Virginia
VNKJTUD33FA018557,Audi,2006,Orange,35484.51,Texas
JH4CL96808C059970,Land Rover,2000,Purple,52051.67,Washington
WAUD2AFD6EN733706,Acura,1997,Purple,60083.91,Florida
WP0CA2A89FK716662,Mitsubishi,2000,Orange,49259.22,Nebraska
1G4GC5ER8DF750996,Jaguar,2007,Puce,48775.88,Virginia
3FA6P0SU3FR854615,Mazda,1996,Mauv,78719.75,Florida
TRURD38J191037775,Mitsubishi,2011,Red,72135.32,Texas
1N4AL2AP5BN827877,Lexus,1995,Indigo,43769.59,District of Columbia
5N1AR2MM3DC222194,Suzuki,2005,Blue,67709.96,Missouri
1N6AA0ED4FN772426,Lincoln,2012,Mauv,79798.85,Kentucky
1G4GC5GRXDF147349,Nissan,2006,Crimson,68976.50,California
1G6KD54Y55U575238,Ford,2009,Teal,50183.84,California
WAUHFAFL4BA368135,Lexus,2011,Orange,63756.79,Ohio
3C63D3LL8CG165634,GMC,2003,Indigo,29011.72,Connecticut
4T1BK1EB4FU774025,GMC,1994,Red,36707.10,Texas
WBA3C3G55EN432484,Chrysler,1994,Aquamarine,40546.24,Nevada
WBAVS13527F781749,Buick,2011,Violet,23479.07,Florida
WBAPM7G56AN323287,Dodge,2001,Pink,57601.23,Texas
5TDDCRFH0ES926431,Volvo,1995,Khaki,30856.07,Texas
1G6DP8EV1A0420161,Nissan,2007,Aquamarine,67944.05,Ohio
5GAKVAED9BJ506081,Mazda,1998,Maroon,62554.39,California
WP0AA2A95BS660360,Volkswagen,1993,Purple,68897.29,California
2C3CDZAT0FH698259,Acura,2010,Indigo,20317.35,Florida
JA32X8HW0AU745058,Saab,1998,Khaki,43075.89,Pennsylvania
WBAEV53433K916938,Chrysler,1994,Pink,38133.32,District of Columbia
3C63D2CL6CG786106,Buick,2004,Mauv,76282.02,Kansas
5GAEV13728J249879,Volkswagen,1993,Fuscia,55340.06,Maryland
WAUEFAFL2CA717698,Mazda,1991,Aquamarine,37116.24,California
SCBBR93W49C983881,Volkswagen,1990,Red,37831.53,Colorado
WA1VMAFE0FD690475,Volkswagen,2006,Mauv,29068.57,Georgia
WBABV13446J011775,Mazda,1985,Fuscia,44087.34,District of Columbia
WBAEH73465B947333,GMC,1992,Orange,21447.55,Illinois
SCBGU3ZA8DC660617,Cadillac,2012,Puce,79643.57,California
1FTEX1CM3DF352950,Toyota,2009,Crimson,62116.46,Florida
KMHGC4DD2CU512894,Chevrolet,1995,Blue,52496.82,Texas
3VW517AT1EM789250,Infiniti,2008,Aquamarine,43301.35,Illinois
4JGBB2FB7AA247109,Cadillac,1999,Mauv,36813.71,Pennsylvania
19UUA65596A773818,Mazda,2009,Pink,22405.47,New York
1FMCU0F70DU735591,Maybach,2010,Green,54763.84,Texas
1HGCR6F50FA712201,Cadillac,2005,Indigo,50252.17,New Hampshire
1D7RV1GP8AS865070,Suzuki,2008,Mauv,77637.18,California
WAUFMAFC3EN258140,GMC,1992,Crimson,76802.01,Texas
1G6AE5SX8D0115970,Dodge,1995,Crimson,50852.15,Colorado
WVGAV3AX9DW693281,Mazda,2009,Mauv,48109.36,Pennsylvania
WDBSK7AA4BF656798,Mercedes-Benz,1995,Turquoise,30236.42,Pennsylvania
3D73M4HL3AG342228,Lexus,1997,Teal,28231.59,California
WBAYE0C53ED436687,Infiniti,2011,Goldenrod,37797.07,Colorado
3C4PDCEG8ET438267,Volvo,2001,Aquamarine,53453.18,California
1VWAS7A32FC330954,Chevrolet,1992,Fuscia,67026.86,Texas
1B3CC5FB1AN315812,Ford,1999,Indigo,44542.15,California
1FTEW1CFXFK187400,Mazda,1992,Indigo,20378.02,Florida
1FMEU7FEXAU793817,Kia,2005,Purple,51947.43,Virginia
WP1AA2A22EL595187,Mazda,2007,Violet,64270.21,Utah
19UUA86299A575664,Hyundai,2001,Fuscia,71340.17,Oregon
WBAVM5C58EV876790,Mitsubishi,2005,Teal,34241.22,California
YV440MBD4F1811504,Hyundai,1992,Aquamarine,73877.26,North Carolina
3VW507AT7FM442512,Lamborghini,2008,Maroon,31321.53,Tennessee
