id,gender,school,state
898,Female,Public university,Montana
899,Male,High school,Colorado
900,Female,Middle school,South Carolina
901,Female,Graduate school,Idaho
902,Female,Corporate university,Nebraska
903,Female,University college,Minnesota
904,Female,University-preparatory school,Indiana
905,Female,High school,Kansas
906,Female,Technical college,Maryland
907,Male,University college,Wisconsin
908,Male,University college,New Hampshire
909,Female,Public university,Delaware
910,Female,University college,North Dakota
911,Female,Technical college,North Carolina
912,Female,Middle school,Arkansas
913,Male,Gymnasium,Alaska
914,Male,Middle school,Texas
915,Female,Corporate university,South Carolina
916,Male,Middle school,Georgia
917,Female,Public university,Kentucky
918,Female,High school,Maine
919,Male,Technical college,Louisiana
920,Female,University college,New Mexico
921,Male,Technical college,Tennessee
922,Female,Junior college,New York
923,Male,University-preparatory school,South Dakota
924,Male,Corporate university,Connecticut
925,Male,Gymnasium,Idaho
926,Male,Graduate school,Oklahoma
927,Female,Junior college,Alabama
928,Female,Public university,Wyoming
929,Female,Middle school,Iowa
930,Female,Junior college,Utah
931,Male,Junior college,Louisiana
932,Male,University-preparatory school,North Dakota
933,Female,Corporate university,West Virginia
934,Male,Middle school,Delaware
935,Male,Graduate school,Colorado
936,Female,Graduate school,Vermont
937,Female,Technical college,Colorado
938,Male,High school,Missouri
939,Male,Graduate school,Hawaii
940,Female,University-preparatory school,Hawaii
941,Male,Public university,Nevada
942,Male,Public university,Delaware
943,Male,Gymnasium,Michigan
944,Male,Corporate university,Indiana
945,Female,Junior college,North Dakota
946,Male,Graduate school,Virginia
947,Female,Graduate school,South Carolina
948,Male,Corporate university,South Dakota
949,Female,University college,Michigan
950,Male,Graduate school,Washington
951,Female,High school,Kansas
952,Male,Graduate school,Oklahoma
953,Female,University college,Kentucky
954,Female,University college,West Virginia
955,Male,Technical college,Vermont
956,Female,University-preparatory school,Ohio
957,Female,Gymnasium,Kansas
958,Female,Public university,Oregon
959,Male,Graduate school,Nevada
960,Male,Gymnasium,Kansas
961,Male,Public university,Tennessee
962,Male,Public university,Alabama
963,Male,Gymnasium,Hawaii
964,Female,High school,Montana
965,Male,Junior college,Maryland
966,Female,Corporate university,Mississippi
967,Female,Graduate school,Florida
968,Female,University college,Idaho
969,Female,Graduate school,Massachussets
970,Female,Gymnasium,New Mexico
971,Female,Junior college,Georgia
972,Female,Graduate school,Hawaii
973,Male,University college,Ohio
974,Female,Graduate school,Oregon
975,Female,Junior college,Mississippi
976,Male,Junior college,Wyoming
977,Male,Technical college,Hawaii
978,Male,University college,North Carolina
979,Male,Technical college,Oklahoma
980,Female,University-preparatory school,Mississippi
981,Male,Corporate university,North Dakota
982,Female,Junior college,New Mexico
983,Female,University college,Iowa
984,Female,Junior college,Wisconsin
985,Male,Gymnasium,Georgia
986,Female,Junior college,Arkansas
987,Male,University-preparatory school,North Dakota
988,Male,Technical college,Wisconsin
989,Male,Gymnasium,Ohio
990,Female,Gymnasium,Delaware
991,Female,Junior college,West Virginia
992,Male,High school,Missouri
993,Female,Gymnasium,Hawaii
994,Male,Technical college,North Carolina
995,Male,University college,Wyoming
996,Male,Corporate university,New Jersey
997,Male,Graduate school,Indiana
998,Male,Technical college,Georgia
999,Male,Graduate school,Georgia
1000,Female,Graduate school,Maine
1001,Male,Middle school,Montana
1002,Female,Gymnasium,Louisiana
1003,Female,Graduate school,New Mexico
1004,Male,University-preparatory school,Michigan
1005,Male,Graduate school,New York
1006,Male,Technical college,Washington
1007,Female,University college,California
1008,Male,University college,West Virginia
1009,Male,Public university,Georgia
1010,Male,High school,Hawaii
1011,Female,Public university,North Carolina
1012,Female,Public university,Connecticut
1013,Female,Junior college,Idaho
1014,Female,High school,Oregon
1015,Male,Gymnasium,Kentucky
1016,Female,Middle school,New Hampshire
1017,Male,University-preparatory school,Nevada
1018,Male,Corporate university,Vermont
1019,Female,University-preparatory school,Wyoming
1020,Male,Middle school,Missouri
1021,Male,Gymnasium,Alaska
1022,Female,Corporate university,Wisconsin
1023,Male,Technical college,Arkansas
1024,Male,High school,New Mexico
1025,Male,Technical college,Maine
1026,Female,Junior college,California
1027,Male,Middle school,Iowa
1028,Male,Gymnasium,New York
1029,Female,High school,Louisiana
1030,Female,University-preparatory school,Missouri
1031,Female,Graduate school,New Hampshire
1032,Female,University college,Wyoming
1033,Male,University college,Idaho
1034,Male,Corporate university,Delaware
1035,Male,University college,Wyoming
1036,Female,University college,Louisiana
1037,Male,Junior college,Vermont
1038,Female,Gymnasium,New Mexico
1039,Female,Gymnasium,New Mexico
1040,Male,Technical college,Arkansas
1041,Female,University college,Louisiana
1042,Male,University college,Delaware
1043,Female,Public university,Illinois
1044,Male,Technical college,Illinois
1045,Female,Public university,North Carolina
1046,Female,Junior college,Wyoming
1047,Male,Technical college,Connecticut
1048,Male,Corporate university,New Mexico
1049,Male,University-preparatory school,Virginia
1050,Male,Middle school,Nevada
1051,Male,Graduate school,Maryland
1052,Male,Gymnasium,North Dakota
1053,Female,Graduate school,Missouri
1054,Female,Corporate university,Iowa
1055,Female,Junior college,Ohio
1056,Female,Technical college,Utah
1057,Female,Gymnasium,New York
1058,Female,Junior college,Illinois
1059,Male,University college,Minnesota
1060,Male,Junior college,Virginia
1061,Female,University college,New Mexico
1062,Male,Technical college,Missouri
1063,Female,Public university,Indiana
1064,Male,University-preparatory school,Georgia
1065,Female,Corporate university,Nebraska
1066,Male,Corporate university,Delaware
1067,Male,University-preparatory school,Arkansas
1068,Female,Public university,Louisiana
1069,Female,Graduate school,Virginia
1070,Male,University college,Vermont
1071,Female,University-preparatory school,Arizona
1072,Female,Gymnasium,Colorado
1073,Male,Junior college,Florida
1074,Male,Graduate school,Michigan
1075,Female,Public university,Florida
1076,Female,Public university,New Mexico
1077,Female,Public university,Illinois
1078,Male,Corporate university,New Mexico
1079,Male,Graduate school,Oklahoma
1080,Female,Graduate school,Arizona
1081,Female,Corporate university,Missouri
1082,Female,University-preparatory school,West Virginia
1083,Male,Junior college,Nebraska
1084,Female,Graduate school,North Dakota
1085,Female,Middle school,Missouri
1086,Male,High school,Illinois
1087,Male,Public university,Iowa
1088,Male,Middle school,Delaware
1089,Male,University college,Utah
1090,Female,Public university,Tennessee
1091,Male,Middle school,Kansas
1092,Male,Public university,Hawaii
1093,Male,High school,California
1094,Female,Technical college,Indiana
1095,Female,Public university,Oregon
1096,Male,University-preparatory school,Maryland
1097,Male,Middle school,Connecticut
1098,Male,Public university,Idaho
1099,Female,Gymnasium,New Jersey
1100,Male,Junior college,Kansas
1101,Female,Technical college,Rhode Island
1102,Female,Corporate university,Texas
1103,Male,Junior college,South Dakota
1104,Female,Junior college,New Mexico
1105,Male,Gymnasium,Idaho
1106,Female,Gymnasium,West Virginia
1107,Male,Middle school,Indiana
1108,Male,Middle school,Rhode Island
1109,Female,University-preparatory school,New Mexico
1110,Female,Gymnasium,Illinois
1111,Male,Corporate university,Utah
1112,Female,Graduate school,New Mexico
1113,Female,University college,Massachussets
1114,Female,Junior college,Oregon
1115,Male,Corporate university,Alabama
1116,Female,University college,Florida
1117,Male,Junior college,Florida
1118,Male,University-preparatory school,Washington
1119,Male,High school,Kansas
1120,Female,Junior college,Nevada
1121,Female,High school,Maryland
1122,Male,High school,Arizona
1123,Female,University college,Nebraska
1124,Male,High school,West Virginia
1125,Male,Gymnasium,Georgia
1126,Female,Gymnasium,Michigan
1127,Male,Middle school,Nevada
1128,Female,Corporate university,Idaho
1129,Female,Middle school,Indiana
1130,Male,High school,North Dakota
1131,Female,Corporate university,Georgia
1132,Male,University-preparatory school,Oklahoma
1133,Female,Middle school,Montana
1134,Female,Gymnasium,North Carolina
1135,Male,Technical college,Connecticut
1136,Male,University-preparatory school,Missouri
1137,Male,University college,Alaska
1138,Female,Corporate university,Missouri
1139,Male,High school,North Dakota
1140,Female,Public university,Ohio
1141,Female,High school,Vermont
1142,Female,University college,South Carolina
1143,Female,Corporate university,Alabama
1144,Male,University college,Utah
1145,Female,Corporate university,Montana
1146,Female,Public university,California
1147,Female,Corporate university,Iowa
1148,Female,Gymnasium,Rhode Island
1149,Male,Graduate school,Michigan
1150,Male,University-preparatory school,Louisiana
1151,Male,Gymnasium,Illinois
1152,Male,University-preparatory school,Virginia
1153,Female,Junior college,Colorado
1154,Male,Gymnasium,Alaska
1155,Male,Technical college,South Dakota
1156,Male,High school,Rhode Island
1157,Male,Technical college,California
1158,Male,High school,South Carolina
1159,Male,Technical college,New Jersey
1160,Female,University college,Washington
1161,Male,Public university,South Dakota
1162,Female,Public university,Colorado
1163,Female,Public university,Texas
1164,Female,Gymnasium,Tennessee
1165,Male,Corporate university,Arizona
1166,Female,Technical college,Mississippi
1167,Male,Public university,Nebraska
1168,Male,Middle school,Wisconsin
1169,Female,University college,Washington
1170,Male,Gymnasium,Georgia
1171,Male,Middle school,Wyoming
1172,Male,High school,Nevada
1173,Female,Corporate university,South Dakota
1174,Male,University college,Alabama
1175,Male,University college,North Carolina
1176,Female,University-preparatory school,Missouri
1177,Male,Middle school,Arkansas
1178,Female,University college,New Hampshire
1179,Female,Middle school,Indiana
1180,Female,Public university,Arkansas
1181,Male,Gymnasium,North Dakota
1182,Female,Corporate university,North Carolina
1183,Male,University college,Wisconsin
1184,Female,Public university,Maryland
1185,Female,Public university,North Carolina
1186,Female,Junior college,Georgia
1187,Female,Technical college,New York
1188,Male,High school,Arizona
1189,Male,Gymnasium,Vermont
1190,Male,Graduate school,Hawaii
1191,Female,University-preparatory school,Utah
1192,Male,Graduate school,Alaska
1193,Male,University-preparatory school,North Carolina
1194,Male,Corporate university,Rhode Island
1195,Female,Technical college,North Carolina
1196,Female,Junior college,Wisconsin
1197,Male,Technical college,Colorado
1198,Male,University-preparatory school,Nevada
1199,Female,Technical college,West Virginia
1200,Female,Junior college,Tennessee
1201,Male,Public university,Montana
1202,Male,Graduate school,Arkansas
1203,Male,Corporate university,Wyoming
1204,Female,University college,Idaho
1205,Male,High school,Texas
1206,Female,Graduate school,Delaware
1207,Male,University-preparatory school,Montana
1208,Female,High school,Alabama
1209,Male,Corporate university,Indiana
1210,Female,Middle school,Mississippi
1211,Male,High school,Massachussets
1212,Male,Junior college,Idaho
1213,Male,Gymnasium,Minnesota
1214,Male,Junior college,Wyoming
1215,Female,Middle school,Oklahoma
1216,Male,Graduate school,Arizona
1217,Male,Junior college,Indiana
1218,Male,University-preparatory school,New York
1219,Male,Gymnasium,Maine
1220,Female,Middle school,Kansas
1221,Female,University college,Nebraska
1222,Male,University college,Michigan
